AirlineCode,AirlineName,AirportCode,AirportName,Count_Arrivals,Count_ArrFlights_Delayed15PlusMin,Count_Airline_Delay,Count_Weather_Delay,Count_NAS_Delay,Count_Security_Delay,Count_LateAircraft_Delay,Count_Arrivals_Cancelled,Count_Arrivals_Diverted,TotalMinutes_Arrivals_Delay,TotalMinutes_Airline_Delay,TotalMinutes_Weather_Delay,TotalMinutes_NAS_Delay,TotalMinutes_Security_Delay,TotalMinutes_LateAircraft_Delay
WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3196,596,155.08999633789062,5.260000228881836,129.2100067138672,1.5499999523162842,304.8999938964844,19,1,33255,9254,291,5021,117,18572
WN,Southwest Airlines,AUS,"Austin, TX: Austin - Bergstrom International",3262,755,202.1300048828125,2.7100000381469727,194.97999572753906,2.319999933242798,352.8599853515625,19,1,38653,9924,91,7374,70,21194
WN,Southwest Airlines,BDL,"Hartford, CT: Bradley International",320,85,37.31999969482422,0,5.190000057220459,0,42.4900016784668,0,0,5045,2014,0,320,0,2711
WN,Southwest Airlines,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",362,102,28.350000381469727,1.3200000524520874,24.770000457763672,0,47.560001373291016,4,1,5916,1657,250,1139,0,2870
WN,Southwest Airlines,BLI,"Bellingham, WA: Bellingham International",86,21,4.849999904632568,0,2.619999885559082,0,13.529999732971191,0,0,1103,248,0,64,0,791
WN,Southwest Airlines,BNA,"Nashville, TN: Nashville International",4204,756,209.64999389648438,6.940000057220459,97.88999938964844,1.6699999570846558,439.8399963378906,27,3,41901,11281,523,4278,56,25763
WN,Southwest Airlines,BOI,"Boise, ID: Boise Air Terminal",372,68,26.190000534057617,0,5.639999866485596,0,36.16999816894531,2,0,3386,1365,0,175,0,1846
YX,Republic Airline (American Airlines),ORD,"Chicago, IL: Chicago O'Hare International",1798,146,32.20000076293945,6.539999961853027,68.31999969482422,0.23000000417232513,38.709999084472656,5,2,7427,1768,362,2547,10,2740
YX,Republic Airline (American Airlines),ORF,"Norfolk, VA: Norfolk International",156,7,0,0.9599999785423279,3.4200000762939453,0,2.630000114440918,1,0,523,0,236,124,0,163
YX,Republic Airline (American Airlines),ORH,"Worcester, MA: Worcester Regional",31,1,0.5299999713897705,0,0.47999998927116394,0,0,0,0,40,21,0,19,0,0
YX,Republic Airline (American Airlines),PHL,"Philadelphia, PA: Philadelphia International",843,62,17.90999984741211,3.5199999809265137,20.469999313354492,0,20.100000381469727,2,0,2749,1020,149,581,0,999
YX,Republic Airline (American Airlines),PIT,"Pittsburgh, PA: Pittsburgh International",824,65,21.65999984741211,0.7599999904632568,12.90999984741211,0,29.65999984741211,3,0,4602,1397,13,320,0,2872
YX,Republic Airline (American Airlines),PVD,"Providence, RI: Rhode Island Tf Green International",57,1,0,0,0,0,1,0,0,16,0,0,0,0,16
YX,Republic Airline (American Airlines),PWM,"Portland, ME: Portland International Jetport",113,11,1.5399999618530273,0,4.570000171661377,0,4.889999866485596,3,0,1413,848,0,196,0,369
YX,Republic Airline (American Airlines),RDU,"Raleigh/Durham, NC: Raleigh-Durham International",439,36,10.25,0.3499999940395355,10.470000267028809,0,14.9399995803833,0,0,1532,437,8,282,0,805
YX,Republic Airline (American Airlines),RIC,"Richmond, VA: Richmond International",149,15,7.059999942779541,0.9599999785423279,3.299999952316284,0,3.6700000762939453,0,0,1040,534,103,126,0,277
YX,Republic Airline (American Airlines),ROA,"Roanoke, VA: Roanoke Blacksburg Regional",26,4,1,0,2.9000000953674316,0,0.10000000149011612,0,0,162,91,0,69,0,2
YX,Republic Airline (American Airlines),ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",118,6,1.559999942779541,0,0.8199999928474426,0,3.619999885559082,1,0,456,79,0,46,0,331
YX,Republic Airline (American Airlines),SAV,"Savannah, GA: Savannah/Hilton Head International",102,13,2.7200000286102295,0.8500000238418579,6.690000057220459,0,2.75,0,0,917,374,23,246,0,274
YX,Republic Airline (American Airlines),SDF,"Louisville, KY: Louisville Muhammad Ali International",438,25,6.909999847412109,2,7.619999885559082,0,8.460000038146973,0,2,2014,1165,63,295,0,491
YX,Republic Airline (American Airlines),SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",27,7,0.05000000074505806,0,6.949999809265137,0,0,1,0,324,1,0,323,0,0
YX,Republic Airline (American Airlines),STL,"St. Louis, MO: St Louis Lambert International",140,8,4.139999866485596,0,1.3799999952316284,0,2.4800000190734863,0,0,377,208,0,36,0,133
YX,Republic Airline (American Airlines),SYR,"Syracuse, NY: Syracuse Hancock International",141,11,4.980000019073486,0,3.549999952316284,0,2.4700000286102295,0,0,364,156,0,90,0,118
YX,Republic Airline (American Airlines),TLH,"Tallahassee, FL: Tallahassee International",5,0,0,0,0,0,0,2,0,0,0,0,0,0,0
YX,Republic Airline (American Airlines),TUL,"Tulsa, OK: Tulsa International",62,7,3.0999999046325684,0,1.9600000381469727,0,1.9299999475479126,0,0,391,122,0,117,0,152
YX,Republic Airline (American Airlines),TVC,"Traverse City, MI: Cherry Capital",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YX,Republic Airline (American Airlines),TYS,"Knoxville, TN: McGhee Tyson",54,5,0.3100000023841858,0,2.940000057220459,0,1.75,0,0,180,9,0,93,0,78
YX,Republic Airline (American Airlines),VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YX,Republic Airline (American Airlines),XNA,"Fayetteville, AR: Northwest Arkansas National",66,8,1.9299999475479126,0,2.069999933242798,1,3,0,0,342,108,0,43,77,114
ZW,Air Wisconsin Airlines Corp (United Airlines),ALO,"Waterloo, IA: Waterloo Regional",58,9,2.440000057220459,1.7400000095367432,0.949999988079071,0,3.880000114440918,0,0,460,93,123,39,0,205
ZW,Air Wisconsin Airlines Corp (United Airlines),ART,"Watertown, NY: Watertown International",31,7,3.509999990463257,0.10000000149011612,1.5499999523162842,0,1.840000033378601,2,0,402,205,2,158,0,37
ZW,Air Wisconsin Airlines Corp (United Airlines),ATW,"Appleton, WI: Appleton International",93,5,1,0,2,0,2,0,1,138,17,0,55,0,66
ZW,Air Wisconsin Airlines Corp (United Airlines),AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",62,8,4.489999771118164,0,2.240000009536743,0,1.2699999809265137,0,0,408,256,0,72,0,80
ZW,Air Wisconsin Airlines Corp (United Airlines),BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",5,1,1,0,0,0,0,0,0,26,26,0,0,0,0
ZW,Air Wisconsin Airlines Corp (United Airlines),BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",62,8,1.1100000143051147,0,1.9299999475479126,0,4.949999809265137,0,0,406,45,0,144,0,217
ZW,Air Wisconsin Airlines Corp (United Airlines),BTV,"Burlington, VT: Burlington International",62,11,4.480000019073486,0.05000000074505806,1.6299999952316284,1,3.8399999141693115,0,1,571,285,3,53,33,197
ZW,Air Wisconsin Airlines Corp (United Airlines),CAE,"Columbia, SC: Columbia Metropolitan",93,13,1.9800000190734863,0.05999999865889549,2.619999885559082,0,8.34000015258789,0,0,1432,243,5,82,0,1102
ZW,Air Wisconsin Airlines Corp (United Airlines),CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",31,2,1,1,0,0,0,0,0,180,111,69,0,0,0
ZW,Air Wisconsin Airlines Corp (United Airlines),CLE,"Cleveland, OH: Cleveland-Hopkins International",85,18,8.819999694824219,0,6.860000133514404,0,2.319999933242798,0,0,947,473,0,270,0,204
ZW,Air Wisconsin Airlines Corp (United Airlines),CMH,"Columbus, OH: John Glenn Columbus International",35,5,2.380000114440918,0,0.20000000298023224,0,2.4200000762939453,0,0,342,148,0,6,0,188
ZW,Air Wisconsin Airlines Corp (United Airlines),CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",27,5,1.4900000095367432,0,1.5099999904632568,0,2,0,0,191,49,0,39,0,103
ZW,Air Wisconsin Airlines Corp (United Airlines),CWA,"Mosinee, WI: Central Wisconsin",89,12,0.9599999785423279,2.119999885559082,3.450000047683716,0,5.46999979019165,0,1,1900,51,785,134,0,930
ZW,Air Wisconsin Airlines Corp (United Airlines),DAY,"Dayton, OH: James M Cox/Dayton International",120,19,9.550000190734863,1.409999966621399,1.840000033378601,0,6.199999809265137,0,0,1415,665,91,142,0,517
ZW,Air Wisconsin Airlines Corp (United Airlines),DSM,"Des Moines, IA: Des Moines International",24,2,2,0,0,0,0,0,0,153,153,0,0,0,0
ZW,Air Wisconsin Airlines Corp (United Airlines),DTW,"Detroit, MI: Detroit Metro Wayne County",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZW,Air Wisconsin Airlines Corp (United Airlines),FAR,"Fargo, ND: Hector International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZW,Air Wisconsin Airlines Corp (United Airlines),FNT,"Flint, MI: Bishop International",62,11,5.010000228881836,0.1599999964237213,3,0,2.8299999237060547,0,0,652,323,14,118,0,197
ZW,Air Wisconsin Airlines Corp (United Airlines),FSD,"Sioux Falls, SD: Joe Foss Field",50,4,0.2199999988079071,0,2.690000057220459,0,1.090000033378601,0,0,94,7,0,61,0,26
ZW,Air Wisconsin Airlines Corp (United Airlines),GRB,"Green Bay, WI: Green Bay Austin Straubel International",54,8,2.5299999713897705,0.019999999552965164,1.5800000429153442,0,3.869999885559082,0,0,249,104,1,37,0,107
ZW,Air Wisconsin Airlines Corp (United Airlines),GRR,"Grand Rapids, MI: Gerald R. Ford International",80,5,0,0.03999999910593033,0.6000000238418579,0,4.360000133514404,0,0,263,0,3,27,0,233
ZW,Air Wisconsin Airlines Corp (United Airlines),HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",22,7,2.7699999809265137,0.4399999976158142,3.5899999141693115,0,0.20000000298023224,0,0,307,153,7,133,0,14
ZW,Air Wisconsin Airlines Corp (United Airlines),IND,"Indianapolis, IN: Indianapolis International",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZW,Air Wisconsin Airlines Corp (United Airlines),LAN,"Lansing, MI: Capital Region International",62,8,3.259999990463257,0,0.23999999463558197,0,4.489999771118164,0,0,261,65,0,9,0,187
ZW,Air Wisconsin Airlines Corp (United Airlines),LEX,"Lexington, KY: Blue Grass",52,8,1.0199999809265137,1,1,0,4.980000019073486,0,0,1758,145,844,15,0,754
ZW,Air Wisconsin Airlines Corp (United Airlines),LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",58,9,2.5399999618530273,0.09000000357627869,3,0,3.359999895095825,0,0,351,106,5,56,0,184
ZW,Air Wisconsin Airlines Corp (United Airlines),LSE,"La Crosse, WI: La Crosse Regional",62,8,5.039999961853027,0,0.4099999964237213,0,2.559999942779541,0,0,320,221,0,8,0,91
ZW,Air Wisconsin Airlines Corp (United Airlines),MCI,"Kansas City, MO: Kansas City International",62,8,4.449999809265137,0.6200000047683716,2.0399999618530273,0,0.8899999856948853,0,0,416,200,34,58,0,124
ZW,Air Wisconsin Airlines Corp (United Airlines),MDT,"Harrisburg, PA: Harrisburg International",22,1,0.6700000166893005,0,0,0,0.33000001311302185,0,0,60,40,0,0,0,20
ZW,Air Wisconsin Airlines Corp (United Airlines),MEM,"Memphis, TN: Memphis International",27,1,0,0.8100000023841858,0,0,0.1899999976158142,0,0,21,0,17,0,0,4
ZW,Air Wisconsin Airlines Corp (United Airlines),MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",62,12,1.2100000381469727,0,3.2200000286102295,0,7.570000171661377,0,0,822,121,0,125,0,576
ZW,Air Wisconsin Airlines Corp (United Airlines),MKE,"Milwaukee, WI: General Mitchell International",97,15,4.679999828338623,0.5899999737739563,1.5399999618530273,0,8.180000305175781,0,0,1094,297,35,45,0,717
ZW,Air Wisconsin Airlines Corp (United Airlines),MLI,"Moline, IL: Quad Cities International",62,7,1.649999976158142,1,2.9200000762939453,0,1.4299999475479126,0,0,326,72,84,114,0,56
ZW,Air Wisconsin Airlines Corp (United Airlines),MSN,"Madison, WI: Dane County Regional-Truax Field",31,2,1.0199999809265137,0,0,0,0.9800000190734863,0,0,111,60,0,0,0,51
ZW,Air Wisconsin Airlines Corp (United Airlines),MSP,"Minneapolis, MN: Minneapolis-St Paul International",47,7,2.1700000762939453,0.5,0.8799999952316284,0,3.450000047683716,0,0,294,54,40,51,0,149
ZW,Air Wisconsin Airlines Corp (United Airlines),OMA,"Omaha, NE: Eppley Airfield",28,5,1,0,2,0,2,0,0,278,59,0,52,0,167
ZW,Air Wisconsin Airlines Corp (United Airlines),ORD,"Chicago, IL: Chicago O'Hare International",1896,298,92.54000091552734,8.300000190734863,70.1500015258789,0.9900000095367432,126.02999877929688,0,1,30593,11576,850,3123,36,15008
ZW,Air Wisconsin Airlines Corp (United Airlines),ORF,"Norfolk, VA: Norfolk International",31,8,1.9800000190734863,0,0.15000000596046448,0,5.880000114440918,0,0,422,141,0,5,0,276
ZW,Air Wisconsin Airlines Corp (United Airlines),PHL,"Philadelphia, PA: Philadelphia International",310,52,11.949999809265137,1.149999976158142,7.320000171661377,0.029999999329447746,31.549999237060547,2,0,5767,1095,88,298,12,4274
ZW,Air Wisconsin Airlines Corp (United Airlines),PIA,"Peoria, IL: General Downing - Peoria International",62,5,1,0,1.350000023841858,0,2.6500000953674316,0,0,333,40,0,69,0,224
ZW,Air Wisconsin Airlines Corp (United Airlines),ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",50,6,2.1600000858306885,0,0.5199999809265137,0,3.319999933242798,0,0,394,135,0,38,0,221
ZW,Air Wisconsin Airlines Corp (United Airlines),RST,"Rochester, MN: Rochester International",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZW,Air Wisconsin Airlines Corp (United Airlines),SCE,"State College, PA: University Park",31,3,1,0,2,0,0,0,0,70,32,0,38,0,0
ZW,Air Wisconsin Airlines Corp (United Airlines),SDF,"Louisville, KY: Louisville Muhammad Ali International",11,1,0,0,1,0,0,0,0,18,0,0,18,0,0
ZW,Air Wisconsin Airlines Corp (United Airlines),SGF,"Springfield, MO: Springfield-Branson National",32,6,3.7100000381469727,0,0.30000001192092896,0,1.9900000095367432,0,0,649,388,0,53,0,208
ZW,Air Wisconsin Airlines Corp (United Airlines),SPI,"Springfield, IL: Abraham Lincoln Capital",58,9,3,0.23999999463558197,2.3499999046325684,0,3.4100000858306885,0,0,443,157,25,90,0,171
ZW,Air Wisconsin Airlines Corp (United Airlines),TVC,"Traverse City, MI: Cherry Capital",57,11,3.930000066757202,0.5099999904632568,3.3499999046325684,1,2.2100000381469727,0,0,740,215,49,97,31,348
ZW,Air Wisconsin Airlines Corp (United Airlines),TYS,"Knoxville, TN: McGhee Tyson",28,2,0.09000000357627869,0,1.4600000381469727,0,0.46000000834465027,0,0,54,3,0,35,0,16
AA,American Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14026,3651,833.719970703125,199.52999877929688,988.4600219726562,14.359999656677246,1614.9200439453125,237,81,361570,101714,24485,49334,672,185365
AA,American Airlines,DSM,"Des Moines, IA: Des Moines International",232,70,25.59000015258789,3.5399999618530273,6.949999809265137,0.23999999463558197,33.68000030517578,0,0,4940,2046,395,328,23,2148
AA,American Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",487,129,43.5099983215332,5.269999980926514,11.649999618530273,0.41999998688697815,68.13999938964844,6,1,8462,2851,300,525,11,4775
AA,American Airlines,ECP,"Panama City, FL: Northwest Florida Beaches International",122,35,9.520000457763672,0.3400000035762787,6.610000133514404,0,18.540000915527344,1,0,3653,1206,34,387,0,2026
AA,American Airlines,EGE,"Eagle, CO: Eagle County Regional",253,64,26.190000534057617,2.190000057220459,14.420000076293945,0,21.200000762939453,2,2,7352,2106,203,751,0,4292
AA,American Airlines,ELP,"El Paso, TX: El Paso International",239,75,19.270000457763672,4.110000133514404,8.260000228881836,0,43.36000061035156,2,1,5350,1015,490,376,0,3469
AA,American Airlines,EUG,"Eugene, OR: Mahlon Sweet Field",62,23,4.96999979019165,0.3100000023841858,1.840000033378601,0,15.880000114440918,1,0,2214,449,34,92,0,1639
AA,American Airlines,EWR,"Newark, NJ: Newark Liberty International",542,197,55.38999938964844,3.190000057220459,54.650001525878906,2.680000066757202,81.08999633789062,11,0,13062,3381,422,2386,68,6805
AA,American Airlines,EYW,"Key West, FL: Key West International",213,85,14.84000015258789,3.5899999141693115,38.38999938964844,0,28.190000534057617,7,0,10134,1812,1387,2669,0,4266
AA,American Airlines,FAT,"Fresno, CA: Fresno Yosemite International",207,59,16.959999084472656,1.840000033378601,7.610000133514404,0,32.59000015258789,1,0,4141,1152,95,215,0,2679
AA,American Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",682,228,44.41999816894531,6.400000095367432,87.16000366210938,0.800000011920929,89.20999908447266,8,4,17105,3222,810,5073,20,7980
AA,American Airlines,FSD,"Sioux Falls, SD: Joe Foss Field",62,15,1.9700000286102295,0.6200000047683716,1.2799999713897705,0,11.140000343322754,1,0,1122,99,15,77,0,931
AA,American Airlines,GEG,"Spokane, WA: Spokane International",121,43,16.780000686645508,0.4300000071525574,6.059999942779541,0,19.729999542236328,0,1,5855,2012,125,215,0,3503
AA,American Airlines,GRR,"Grand Rapids, MI: Gerald R. Ford International",242,72,24.510000228881836,1.7999999523162842,5.960000038146973,0.05999999865889549,39.68000030517578,2,0,6364,1293,145,271,6,4649
AA,American Airlines,GSO,"Greensboro/High Point, NC: Piedmont Triad International",96,37,14.1899995803833,1.5800000429153442,4.590000152587891,0,16.6299991607666,3,0,4102,2052,204,251,0,1595
AA,American Airlines,GSP,"Greer, SC: Greenville-Spartanburg International",62,25,10.15999984741211,0.8100000023841858,2.0199999809265137,0,12.010000228881836,3,0,2006,595,50,111,0,1250
AA,American Airlines,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",31,8,2.6500000953674316,0.05000000074505806,0,0,5.300000190734863,0,0,712,161,10,0,0,541
AA,American Airlines,HDN,"Hayden, CO: Yampa Valley",54,9,2.130000114440918,0.25999999046325684,1.649999976158142,0,4.96999979019165,0,2,523,56,13,59,0,395
AA,American Airlines,HNL,"Honolulu, HI: Daniel K Inouye International",215,27,14.390000343322754,0,6.949999809265137,0,5.670000076293945,0,0,1513,1009,0,198,0,306
AA,American Airlines,IAD,"Washington, DC: Washington Dulles International",60,30,9.25,0.7200000286102295,5.519999980926514,0,14.510000228881836,0,0,1743,358,80,238,0,1067
AA,American Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",512,153,50.41999816894531,6.739999771118164,29.559999465942383,0.03999999910593033,66.23999786376953,9,2,12056,3747,537,1600,8,6164
AA,American Airlines,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",62,28,6.650000095367432,1.590000033378601,1.2699999809265137,1,17.5,0,0,2383,846,128,77,31,1301
AA,American Airlines,ILM,"Wilmington, NC: Wilmington International",112,32,12.34000015258789,1,3.140000104904175,0.8199999928474426,14.699999809265137,1,1,2434,1038,34,137,45,1180
AA,American Airlines,IND,"Indianapolis, IN: Indianapolis International",501,167,52.029998779296875,1.440000057220459,28.950000762939453,1.1299999952316284,83.44000244140625,3,0,11532,3208,82,1092,38,7112
AA,American Airlines,JAC,"Jackson, WY: Jackson Hole",93,20,4.929999828338623,0,5,0,10.069999694824219,0,5,1544,225,0,171,0,1148
AA,American Airlines,JAX,"Jacksonville, FL: Jacksonville International",674,215,61.06999969482422,5.579999923706055,41.68000030517578,1.309999942779541,105.3499984741211,7,0,16410,4103,537,1858,36,9876
AA,American Airlines,JFK,"New York, NY: John F. Kennedy International",1274,334,95.37000274658203,13.6899995803833,123.51000213623047,2.0899999141693115,99.33999633789062,9,5,31305,9754,1313,6551,63,13624
AA,American Airlines,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",62,9,1.2300000190734863,0,4.96999979019165,0,2.799999952316284,0,0,479,56,0,178,0,245
AA,American Airlines,LAS,"Las Vegas, NV: Harry Reid International",1158,365,86.72000122070312,20.719999313354492,99.87000274658203,2.2300000190734863,155.4600067138672,10,7,28044,5740,2571,5568,68,14097
AA,American Airlines,LAX,"Los Angeles, CA: Los Angeles International",2540,575,170.50999450683594,20.719999313354492,185.13999938964844,2.3499999046325684,196.27999877929688,6,1,50820,17592,1950,7667,105,23506
AA,American Airlines,LBB,"Lubbock, TX: Lubbock Preston Smith International",36,18,7.590000152587891,1.1100000143051147,1.5199999809265137,0,7.78000020980835,0,0,4791,1848,65,61,0,2817
AA,American Airlines,LEX,"Lexington, KY: Blue Grass",62,22,10.479999542236328,0,5.119999885559082,0,6.400000095367432,4,0,1251,568,0,223,0,460
AA,American Airlines,LGA,"New York, NY: LaGuardia",1555,453,130.30999755859375,12.609999656677246,107.45999908447266,1.0199999809265137,201.60000610351562,19,8,33637,10039,1023,4764,75,17736
AA,American Airlines,LIH,"Lihue, HI: Lihue Airport",62,9,1.4600000381469727,0,1.190000057220459,0,6.349999904632568,0,0,536,113,0,22,0,401
AA,American Airlines,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",26,5,2.5299999713897705,0,1.1699999570846558,0,1.2999999523162842,0,0,506,140,0,29,0,337
AA,American Airlines,MCI,"Kansas City, MO: Kansas City International",456,138,42.18000030517578,3.75,24.780000686645508,0.07999999821186066,67.20999908447266,5,2,8244,2194,364,997,19,4670
AA,American Airlines,MCO,"Orlando, FL: Orlando International",1627,524,131.1199951171875,15.220000267028809,156.07000732421875,2.930000066757202,218.66000366210938,12,1,41259,9882,1563,10012,193,19609
AA,American Airlines,MDT,"Harrisburg, PA: Harrisburg International",57,18,7.179999828338623,1.5700000524520874,2.5899999141693115,0,6.659999847412109,0,0,929,327,127,75,0,400
AA,American Airlines,MEM,"Memphis, TN: Memphis International",339,116,33.290000915527344,2.5799999237060547,18.43000030517578,0.7900000214576721,60.90999984741211,5,3,6870,1830,143,689,32,4176
AA,American Airlines,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",141,45,10.899999618530273,3.490000009536743,7.28000020980835,0.12999999523162842,23.209999084472656,2,0,3060,974,203,254,2,1627
AA,American Airlines,MIA,"Miami, FL: Miami International",5235,1393,346.1300048828125,39.04999923706055,568.4600219726562,4.340000152587891,435.0299987792969,151,33,143080,47952,6856,30714,189,57369
AA,American Airlines,MKE,"Milwaukee, WI: General Mitchell International",217,80,33.7400016784668,3.2100000381469727,6.53000020980835,1,35.529998779296875,3,1,6281,1950,556,323,430,3022
AA,American Airlines,MRY,"Monterey, CA: Monterey Regional",62,14,5.21999979019165,0.4000000059604645,0.5,0,7.880000114440918,1,0,958,302,64,16,0,576
AA,American Airlines,MSN,"Madison, WI: Dane County Regional-Truax Field",186,77,25.889999389648438,3.940000057220459,9.869999885559082,0.47999998927116394,36.81999969482422,1,2,5870,1739,292,420,15,3404
AA,American Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",337,101,33.470001220703125,5.360000133514404,12.9399995803833,0.550000011920929,48.68000030517578,3,0,6343,1664,671,517,11,3480
AA,American Airlines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",605,210,58.970001220703125,8.970000267028809,48.33000183105469,0,93.73999786376953,6,1,14006,3327,1179,2084,0,7416
AA,American Airlines,MTJ,"Montrose/Delta, CO: Montrose Regional",54,8,3.0899999141693115,0.1599999964237213,0.8799999952316284,0,3.869999885559082,0,0,1564,141,102,42,0,1279
AA,American Airlines,MYR,"Myrtle Beach, SC: Myrtle Beach International",67,22,6.909999847412109,0.9700000286102295,1.8300000429153442,0,12.289999961853027,0,0,1633,563,35,47,0,988
AA,American Airlines,OGG,"Kahului, HI: Kahului Airport",124,13,6.559999942779541,0,2.259999990463257,0,4.179999828338623,0,0,685,477,0,82,0,126
AA,American Airlines,OKC,"Oklahoma City, OK: Will Rogers World",217,75,23.25,3.559999942779541,8.5600004196167,0,39.630001068115234,6,0,5420,2004,356,353,0,2707
AA,American Airlines,OMA,"Omaha, NE: Eppley Airfield",276,84,28.739999771118164,4.409999847412109,11.25,0.6899999976158142,38.90999984741211,2,0,6161,2163,814,560,11,2613
AA,American Airlines,ONT,"Ontario, CA: Ontario International",300,81,23.399999618530273,2.190000057220459,9.40999984741211,0,46,1,0,6270,1565,371,306,0,4028
AA,American Airlines,ORD,"Chicago, IL: Chicago O'Hare International",3917,887,243.6999969482422,20.579999923706055,210.5500030517578,2.809999942779541,409.3599853515625,21,8,94991,36876,3264,8508,97,46246
AA,American Airlines,ORF,"Norfolk, VA: Norfolk International",247,67,21.780000686645508,3.0899999141693115,9.170000076293945,0,32.959999084472656,3,0,4249,1377,142,409,0,2321
AA,American Airlines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",589,193,31.280000686645508,3.1500000953674316,75.30999755859375,0.28999999165534973,82.9800033569336,5,1,14266,1975,628,3956,21,7686
AA,American Airlines,PDX,"Portland, OR: Portland International",266,82,28.670000076293945,3.700000047683716,14.25,0.6399999856948853,34.7400016784668,2,0,4404,1330,274,619,49,2132
AA,American Airlines,PHL,"Philadelphia, PA: Philadelphia International",2896,755,245.91000366210938,15.149999618530273,182.8800048828125,5.340000152587891,305.7300109863281,14,6,60182,19086,2164,7404,179,31349
DL,Delta Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",2471,318,122.19000244140625,3.0899999141693115,79.58000183105469,0,113.13999938964844,2,5,23647,11145,224,3497,0,8781
DL,Delta Air Lines,SFO,"San Francisco, CA: San Francisco International",998,358,63.22999954223633,2.9600000381469727,260.9700012207031,0,30.84000015258789,1,3,19927,5432,234,12274,0,1987
DL,Delta Air Lines,SGF,"Springfield, MO: Springfield-Branson National",23,4,1.3300000429153442,0,1,0,1.6699999570846558,0,0,178,98,0,18,0,62
DL,Delta Air Lines,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",171,21,8.229999542236328,0.4099999964237213,7.130000114440918,0,5.230000019073486,0,1,966,517,11,231,0,207
DL,Delta Air Lines,SJU,"San Juan, PR: Luis Munoz Marin International",356,51,20.290000915527344,0.07999999821186066,22.8799991607666,0,7.760000228881836,0,0,2201,1023,4,788,0,386
DL,Delta Air Lines,SLC,"Salt Lake City, UT: Salt Lake City International",4476,549,172.82000732421875,14.369999885559082,123.9800033569336,0,237.8300018310547,3,5,37795,14868,2014,4009,0,16904
DL,Delta Air Lines,SMF,"Sacramento, CA: Sacramento International",238,28,15.609999656677246,0.25,9.130000114440918,0,3.009999990463257,0,0,2091,1577,23,403,0,88
DL,Delta Air Lines,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",381,56,28.40999984741211,0.05999999865889549,16.540000915527344,0,11,1,0,2634,1657,6,447,0,524
DL,Delta Air Lines,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",309,67,23.65999984741211,0,28.31999969482422,0,15.020000457763672,0,0,5135,1675,0,2229,0,1231
DL,Delta Air Lines,STL,"St. Louis, MO: St Louis Lambert International",453,56,30.670000076293945,0.2800000011920929,17.780000686645508,0,7.260000228881836,1,1,2862,1893,41,617,0,311
DL,Delta Air Lines,STT,"Charlotte Amalie, VI: Cyril E King",98,15,6.579999923706055,0,7.539999961853027,0,0.8899999856948853,0,0,718,445,0,257,0,16
DL,Delta Air Lines,STX,"Christiansted, VI: Henry E. Rohlsen",29,5,1.600000023841858,0,3.4000000953674316,0,0,0,0,240,101,0,139,0,0
DL,Delta Air Lines,SYR,"Syracuse, NY: Syracuse Hancock International",119,21,13.630000114440918,0,1.2999999523162842,0,6.079999923706055,0,0,737,484,0,38,0,215
DL,Delta Air Lines,TLH,"Tallahassee, FL: Tallahassee International",147,24,14.600000381469727,0.23999999463558197,5.610000133514404,0,3.559999942779541,0,1,1025,701,4,165,0,155
