year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,3,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",88.00,5.00,1.78,0.00,0.86,0.00,2.36,0.00,0.00,424.00,212.00,0.00,81.00,0.00,131.00
2024,3,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",62.00,6.00,2.68,0.00,2.69,0.00,0.63,0.00,0.00,218.00,121.00,0.00,66.00,0.00,31.00
2024,3,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",129.00,11.00,5.49,0.00,2.70,0.00,2.81,0.00,0.00,546.00,341.00,0.00,93.00,0.00,112.00
2024,3,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",111.00,16.00,3.27,1.00,4.63,0.20,6.91,0.00,1.00,626.00,156.00,37.00,108.00,12.00,313.00
2024,3,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2153.00,235.00,58.14,5.33,68.91,0.00,102.61,0.00,0.00,14986.00,5929.00,697.00,2016.00,0.00,6344.00
2024,3,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",78.00,12.00,5.17,0.00,4.41,0.00,2.42,0.00,0.00,613.00,374.00,0.00,149.00,0.00,90.00
2024,3,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",31.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,30.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",55.00,5.00,1.05,0.00,1.56,0.00,2.39,0.00,0.00,260.00,26.00,0.00,61.00,0.00,173.00
2024,3,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",31.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,2.00,45.00,30.00,0.00,15.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",93.00,14.00,5.69,1.87,1.60,0.00,4.83,0.00,0.00,2589.00,268.00,1705.00,161.00,0.00,455.00
2024,3,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",89.00,11.00,5.86,0.00,0.58,0.00,4.56,0.00,0.00,653.00,254.00,0.00,14.00,0.00,385.00
2024,3,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",62.00,10.00,6.71,0.95,0.49,0.00,1.85,0.00,0.00,962.00,181.00,663.00,49.00,0.00,69.00
2024,3,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",129.00,21.00,10.59,0.00,4.29,0.00,6.12,0.00,0.00,1552.00,1088.00,0.00,86.00,0.00,378.00
2024,3,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",45.00,3.00,2.00,0.76,0.12,0.00,0.13,0.00,0.00,193.00,74.00,90.00,14.00,0.00,15.00
2024,3,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",33.00,2.00,0.39,0.85,0.45,0.00,0.30,0.00,0.00,50.00,9.00,23.00,11.00,0.00,7.00
2024,3,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",144.00,20.00,9.34,0.00,2.17,0.00,8.49,0.00,1.00,1751.00,547.00,0.00,100.00,0.00,1104.00
2024,3,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",116.00,7.00,3.43,0.00,0.62,0.00,2.96,0.00,1.00,386.00,189.00,0.00,18.00,0.00,179.00
2024,3,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",62.00,8.00,2.00,0.00,2.74,0.00,3.26,0.00,0.00,269.00,65.00,0.00,51.00,0.00,153.00
2024,3,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",83.00,11.00,7.90,0.00,2.15,0.00,0.95,0.00,0.00,755.00,643.00,0.00,73.00,0.00,39.00
2024,3,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",60.00,6.00,4.48,0.00,0.06,0.00,1.46,0.00,0.00,277.00,179.00,0.00,5.00,0.00,93.00
2024,3,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",144.00,19.00,9.04,0.00,1.15,0.00,8.80,0.00,0.00,1219.00,673.00,0.00,53.00,0.00,493.00
2024,3,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",110.00,15.00,1.86,0.00,5.32,0.00,7.82,0.00,0.00,685.00,65.00,0.00,209.00,0.00,411.00
2024,3,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",264.00,34.00,11.88,0.00,8.24,0.00,13.88,0.00,0.00,2299.00,849.00,0.00,299.00,0.00,1151.00
2024,3,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",196.00,24.00,11.15,0.60,3.31,0.00,8.94,0.00,0.00,1487.00,904.00,29.00,113.00,0.00,441.00
2024,3,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",44.00,6.00,1.44,0.00,3.78,0.00,0.78,0.00,0.00,413.00,90.00,0.00,207.00,0.00,116.00
2024,3,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",64.00,6.00,1.00,0.00,3.10,1.00,0.90,0.00,1.00,131.00,19.00,0.00,69.00,15.00,28.00
2024,3,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",20.00,3.00,1.27,0.00,1.38,0.00,0.35,0.00,0.00,117.00,62.00,0.00,29.00,0.00,26.00
2024,3,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",637.00,74.00,16.32,1.03,18.29,0.00,38.36,1.00,0.00,5447.00,1619.00,121.00,701.00,0.00,3006.00
2024,3,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",62.00,9.00,4.37,0.26,3.31,0.00,1.06,1.00,0.00,1494.00,379.00,231.00,184.00,0.00,700.00
2024,3,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",61.00,6.00,3.00,0.00,1.00,0.00,2.00,0.00,0.00,313.00,152.00,0.00,30.00,0.00,131.00
2024,3,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",183.00,38.00,8.23,1.00,18.05,0.00,10.72,0.00,1.00,1833.00,547.00,29.00,607.00,0.00,650.00
2024,3,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",62.00,9.00,5.16,0.00,1.03,0.00,2.81,0.00,0.00,373.00,227.00,0.00,43.00,0.00,103.00
2024,3,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",226.00,29.00,7.90,0.29,13.14,0.00,7.66,1.00,0.00,1408.00,550.00,42.00,442.00,0.00,374.00
2024,3,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1233.00,137.00,33.17,2.32,35.51,0.00,66.00,0.00,0.00,10760.00,3814.00,106.00,1558.00,0.00,5282.00
2024,3,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",24.00,1.00,0.96,0.00,0.00,0.00,0.04,0.00,0.00,179.00,171.00,0.00,0.00,0.00,8.00
2024,3,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",140.00,22.00,5.44,0.00,12.75,0.00,3.81,0.00,0.00,1465.00,395.00,0.00,647.00,0.00,423.00
2024,3,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",31.00,3.00,0.00,1.66,1.34,0.00,0.00,0.00,0.00,1293.00,0.00,1241.00,51.00,0.00,1.00
2024,3,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",9.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,64.00,0.00,0.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",31.00,5.00,3.21,0.18,0.92,0.00,0.69,0.00,0.00,325.00,203.00,10.00,70.00,0.00,42.00
2024,3,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",33.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,22.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",41.00,1.00,0.00,0.00,0.03,0.00,0.97,0.00,0.00,32.00,0.00,0.00,1.00,0.00,31.00
2024,3,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",79.00,7.00,0.97,0.00,0.69,0.00,5.34,0.00,0.00,341.00,29.00,0.00,20.00,0.00,292.00
2024,3,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",135.00,16.00,11.29,0.00,1.31,0.00,3.41,0.00,0.00,904.00,554.00,0.00,45.00,0.00,305.00
2024,3,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",105.00,14.00,1.80,0.00,3.46,0.00,8.74,0.00,0.00,501.00,68.00,0.00,91.00,0.00,342.00
2024,3,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",62.00,4.00,1.56,0.00,1.00,0.00,1.44,0.00,0.00,93.00,46.00,0.00,19.00,0.00,28.00
2024,3,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",70.00,8.00,3.97,0.00,3.49,0.00,0.54,0.00,0.00,319.00,186.00,0.00,104.00,0.00,29.00
2024,3,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",33.00,3.00,2.64,0.00,0.36,0.00,0.00,0.00,0.00,288.00,267.00,0.00,21.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",87.00,9.00,1.41,0.64,5.65,0.00,1.30,0.00,0.00,504.00,243.00,21.00,181.00,0.00,59.00
2024,3,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",16.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00,58.00,0.00,0.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",64.00,6.00,2.13,0.00,0.13,0.00,3.74,0.00,0.00,253.00,61.00,0.00,4.00,0.00,188.00
2024,3,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",263.00,30.00,4.81,0.00,11.83,0.00,13.36,0.00,0.00,1498.00,321.00,0.00,487.00,0.00,690.00
2024,3,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",62.00,11.00,1.42,1.41,2.96,0.00,5.21,0.00,0.00,1252.00,54.00,578.00,109.00,0.00,511.00
2024,3,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",108.00,16.00,5.28,0.00,4.55,0.00,6.16,0.00,0.00,728.00,128.00,0.00,155.00,0.00,445.00
2024,3,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1471.00,224.00,57.07,8.84,94.33,0.79,62.97,3.00,3.00,18542.00,6655.00,673.00,6469.00,19.00,4726.00
2024,3,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",7.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,118.00,31.00,87.00,0.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",44.00,5.00,3.00,0.00,2.00,0.00,0.00,0.00,1.00,216.00,178.00,0.00,38.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",88.00,11.00,5.19,0.00,5.81,0.00,0.00,0.00,0.00,397.00,233.00,0.00,164.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2770.00,350.00,77.86,11.43,142.12,0.00,118.59,1.00,8.00,24767.00,8290.00,697.00,7328.00,0.00,8452.00
2024,3,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",10.00,1.00,0.12,0.00,0.00,0.00,0.88,0.00,0.00,17.00,2.00,0.00,0.00,0.00,15.00
2024,3,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",133.00,10.00,5.83,0.00,0.68,0.00,3.49,0.00,1.00,701.00,539.00,0.00,39.00,0.00,123.00
2024,3,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",50.00,3.00,2.00,0.00,0.30,0.00,0.70,0.00,0.00,104.00,44.00,0.00,18.00,0.00,42.00
2024,3,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",72.00,9.00,2.88,0.57,4.86,0.00,0.68,0.00,0.00,536.00,166.00,66.00,236.00,0.00,68.00
2024,3,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",57.00,13.00,5.75,0.80,0.64,0.00,5.81,0.00,0.00,592.00,283.00,36.00,30.00,0.00,243.00
2024,3,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",124.00,14.00,6.24,0.00,1.30,0.00,6.45,0.00,0.00,1105.00,565.00,0.00,56.00,0.00,484.00
2024,3,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",62.00,6.00,2.95,0.00,0.34,0.00,2.70,0.00,0.00,330.00,212.00,0.00,38.00,0.00,80.00
2024,3,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",62.00,3.00,0.00,0.35,2.65,0.00,0.00,0.00,0.00,97.00,0.00,12.00,85.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",70.00,6.00,3.45,0.00,1.36,0.00,1.19,0.00,0.00,366.00,224.00,0.00,43.00,0.00,99.00
2024,3,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Marquette Sawyer Regional",31.00,3.00,1.00,1.00,0.29,0.00,0.71,0.00,0.00,130.00,35.00,74.00,6.00,0.00,15.00
2024,3,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",40.00,7.00,2.00,0.08,4.47,0.00,0.45,0.00,0.00,304.00,41.00,9.00,241.00,0.00,13.00
2024,3,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",571.00,49.00,10.43,1.00,11.48,0.00,26.09,4.00,0.00,3767.00,1292.00,133.00,580.00,0.00,1762.00
2024,3,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",31.00,5.00,1.95,1.00,2.05,0.00,0.00,0.00,0.00,190.00,101.00,23.00,66.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",22.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,30.00
2024,3,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",44.00,4.00,0.93,0.00,1.70,0.00,1.37,0.00,0.00,273.00,64.00,0.00,98.00,0.00,111.00
2024,3,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",199.00,29.00,11.01,0.00,7.09,0.00,10.90,0.00,0.00,2311.00,1220.00,0.00,257.00,0.00,834.00
2024,3,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",26.00,4.00,0.33,0.00,1.53,0.00,2.14,0.00,0.00,118.00,8.00,0.00,54.00,0.00,56.00
2024,3,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",186.00,25.00,10.86,0.09,5.00,0.00,9.04,0.00,0.00,1410.00,715.00,11.00,215.00,0.00,469.00
2024,3,9E,Endeavor Air Inc.,PNS,"Pensacola, FL: Pensacola International",32.00,5.00,3.11,0.00,1.00,0.00,0.89,0.00,0.00,182.00,112.00,0.00,31.00,0.00,39.00
2024,3,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",119.00,12.00,5.04,0.00,1.68,0.00,5.29,0.00,0.00,742.00,214.00,0.00,42.00,0.00,486.00
2024,3,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",113.00,13.00,3.57,0.00,2.78,0.00,6.65,0.00,0.00,488.00,157.00,0.00,91.00,0.00,240.00
2024,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",602.00,107.00,28.22,0.00,26.37,0.00,52.41,1.00,0.00,6448.00,2038.00,0.00,713.00,0.00,3697.00
2024,3,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",145.00,21.00,6.05,0.00,4.17,0.00,10.78,0.00,0.00,1143.00,229.00,0.00,167.00,0.00,747.00
2024,3,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",88.00,6.00,2.95,1.00,0.42,0.00,1.63,0.00,0.00,405.00,220.00,29.00,15.00,0.00,141.00
2024,3,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",230.00,30.00,10.53,0.00,6.88,0.00,12.59,0.00,0.00,1870.00,853.00,0.00,386.00,0.00,631.00
2024,3,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",9.00,1.00,0.90,0.00,0.10,0.00,0.00,0.00,0.00,31.00,28.00,0.00,3.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",181.00,24.00,3.86,0.91,7.64,0.68,10.91,0.00,0.00,1413.00,237.00,63.00,292.00,69.00,752.00
2024,3,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",58.00,8.00,4.24,0.00,2.00,0.00,1.76,0.00,0.00,779.00,678.00,0.00,34.00,0.00,67.00
2024,3,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",103.00,9.00,2.55,0.00,3.53,0.00,2.92,0.00,0.00,357.00,126.00,0.00,107.00,0.00,124.00
2024,3,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",136.00,15.00,7.57,0.00,2.26,0.00,5.17,0.00,0.00,1779.00,345.00,0.00,64.00,0.00,1370.00
2024,3,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",199.00,18.00,10.44,1.00,2.98,0.00,3.58,0.00,0.00,1238.00,603.00,219.00,128.00,0.00,288.00
2024,3,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",33.00,3.00,1.79,0.00,0.13,0.00,1.08,0.00,0.00,87.00,49.00,0.00,3.00,0.00,35.00
2024,3,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",107.00,9.00,4.12,1.00,2.00,0.00,1.88,0.00,0.00,284.00,145.00,26.00,39.00,0.00,74.00
2024,3,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",209.00,18.00,10.35,0.00,1.51,0.00,6.14,0.00,0.00,981.00,534.00,0.00,60.00,0.00,387.00
2024,3,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",17.00,1.00,0.04,0.00,0.00,0.00,0.96,0.00,0.00,24.00,1.00,0.00,0.00,0.00,23.00
2024,3,9E,Endeavor Air Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",2.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,45.00,0.00,0.00
2024,3,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",90.00,6.00,0.63,0.00,4.74,0.00,0.64,0.00,0.00,234.00,10.00,0.00,168.00,0.00,56.00
2024,3,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",271.00,95.00,32.66,3.97,12.89,0.10,45.38,0.00,0.00,7082.00,2219.00,610.00,508.00,5.00,3740.00
2024,3,AA,American Airlines Network,ALB,"Albany, NY: Albany International",119.00,36.00,12.24,0.48,9.13,0.00,14.16,3.00,0.00,3466.00,1105.00,54.00,327.00,0.00,1980.00
2024,3,AA,American Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",22.00,8.00,4.30,1.04,0.55,0.00,2.12,0.00,0.00,889.00,332.00,151.00,54.00,0.00,352.00
2024,3,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",598.00,193.00,68.41,6.70,31.51,2.66,83.72,12.00,0.00,15355.00,4810.00,533.00,1594.00,65.00,8353.00
2024,3,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1152.00,331.00,87.97,9.96,63.49,0.36,169.22,13.00,3.00,27224.00,6174.00,930.00,3143.00,15.00,16962.00
2024,3,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",62.00,16.00,9.52,0.00,2.44,0.25,3.79,0.00,0.00,726.00,311.00,0.00,56.00,4.00,355.00
2024,3,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",272.00,79.00,27.65,1.22,6.94,0.60,42.59,3.00,0.00,7609.00,4123.00,49.00,330.00,42.00,3065.00
2024,3,AA,American Airlines Network,BFL,"Bakersfield, CA: Meadows Field",86.00,30.00,9.03,0.31,2.97,0.00,17.69,1.00,0.00,1926.00,454.00,31.00,144.00,0.00,1297.00
2024,3,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",629.00,237.00,76.15,7.48,32.32,0.05,120.99,9.00,1.00,17869.00,5812.00,692.00,1572.00,7.00,9786.00
2024,3,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",62.00,22.00,5.48,0.47,3.72,0.00,12.33,0.00,0.00,1312.00,294.00,72.00,80.00,0.00,866.00
2024,3,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1287.00,353.00,89.28,9.58,65.35,1.87,186.91,8.00,1.00,24668.00,5344.00,903.00,2963.00,66.00,15392.00
2024,3,AA,American Airlines Network,BTV,"Burlington, VT: Burlington International",24.00,4.00,1.32,0.00,0.00,0.00,2.68,0.00,0.00,169.00,43.00,0.00,0.00,0.00,126.00
2024,3,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",124.00,43.00,13.43,1.02,4.01,0.00,24.55,0.00,0.00,2170.00,657.00,105.00,130.00,0.00,1278.00
2024,3,AA,American Airlines Network,BUR,"Burbank, CA: Bob Hope",93.00,18.00,9.80,2.33,2.86,0.00,3.02,0.00,2.00,865.00,437.00,219.00,93.00,0.00,116.00
2024,3,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",309.00,96.00,31.03,1.05,11.34,3.38,49.20,2.00,1.00,6042.00,2062.00,85.00,458.00,159.00,3278.00
2024,3,AA,American Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",97.00,15.00,7.05,0.48,3.86,0.00,3.61,0.00,0.00,579.00,277.00,12.00,131.00,0.00,159.00
2024,3,AA,American Airlines Network,CAE,"Columbia, SC: Columbia Metropolitan",62.00,29.00,8.46,2.72,2.02,0.00,15.80,2.00,0.00,2343.00,520.00,136.00,154.00,0.00,1533.00
2024,3,AA,American Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",396.00,139.00,45.63,4.62,17.46,0.16,71.14,7.00,0.00,13144.00,4230.00,494.00,572.00,9.00,7839.00
2024,3,AA,American Airlines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",121.00,48.00,17.82,0.17,6.04,0.00,23.97,2.00,0.00,4115.00,1780.00,19.00,243.00,0.00,2073.00
2024,3,AA,American Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",342.00,104.00,30.84,2.68,16.87,0.00,53.61,3.00,0.00,7679.00,2826.00,186.00,752.00,0.00,3915.00
2024,3,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",10587.00,2271.00,571.23,49.95,559.31,4.96,1085.54,48.00,13.00,196039.00,70723.00,4124.00,19675.00,224.00,101293.00
2024,3,AA,American Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",272.00,79.00,24.97,1.34,8.99,0.00,43.71,1.00,0.00,4440.00,1274.00,44.00,282.00,0.00,2840.00
2024,3,AA,American Airlines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",93.00,20.00,2.62,2.63,1.38,0.00,13.37,1.00,1.00,2118.00,134.00,142.00,39.00,0.00,1803.00
2024,3,AA,American Airlines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",267.00,77.00,22.84,1.50,13.35,0.20,39.11,5.00,0.00,5192.00,1768.00,232.00,525.00,7.00,2660.00
2024,3,AA,American Airlines Network,DAB,"Daytona Beach, FL: Daytona Beach International",62.00,18.00,5.80,0.00,4.38,0.00,7.81,0.00,0.00,972.00,282.00,0.00,174.00,0.00,516.00
2024,3,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2512.00,647.00,173.58,16.90,157.46,1.21,297.84,25.00,2.00,59481.00,19329.00,1515.00,5380.00,55.00,33202.00
2024,3,AA,American Airlines Network,DEN,"Denver, CO: Denver International",715.00,199.00,57.82,8.06,35.66,0.53,96.92,7.00,0.00,16966.00,4834.00,478.00,1722.00,16.00,9916.00
2024,3,G7,GoJet Airlines LLC d/b/a United Express,LNK,"Lincoln, NE: Lincoln Airport",48.00,4.00,2.24,0.00,1.04,0.00,0.73,0.00,0.00,248.00,101.00,0.00,25.00,0.00,122.00
2024,3,G7,GoJet Airlines LLC d/b/a United Express,MCI,"Kansas City, MO: Kansas City International",4.00,1.00,0.08,0.00,0.00,0.00,0.92,0.00,0.00,26.00,2.00,0.00,0.00,0.00,24.00
2024,3,G7,GoJet Airlines LLC d/b/a United Express,MDT,"Harrisburg, PA: Harrisburg International",49.00,13.00,2.68,0.00,6.49,0.00,3.83,1.00,0.00,519.00,82.00,0.00,161.00,0.00,276.00
2024,3,G7,GoJet Airlines LLC d/b/a United Express,MEM,"Memphis, TN: Memphis International",57.00,8.00,1.99,0.00,3.61,0.00,2.41,0.00,0.00,478.00,171.00,0.00,109.00,0.00,198.00
